OrderID,OrderLineID,OrderDate,CustomerID,CustomerName,Gender,DOB,Email,Phone,City,State,Country,ProductID,ProductName,Category,SubCategory,Brand,Quantity,UnitPrice,DiscountAmount,SalesChannel,PaymentMode,OrderStatus,OrderCreatedTimestamp
O6041,1,2025-12-19,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,4,2499,0.0,Online,UPI,Cancelled,2025-12-19
O6042,1,2025-11-22,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,3,2499,100.0,Online,UPI,Completed,2025-11-22
O6043,1,2025-11-04,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,3,349,50.0,Online,Cash,Completed,2025-11-04
O6044,1,2025-11-01,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,0.0,Online,Card,Completed,2025-11-01
O6045,1,2025-12-16,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,3,899,0.0,Online,UPI,Cancelled,2025-12-16
O6046,1,2025-11-08,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,0.0,Store,UPI,Completed,2025-11-08
O6047,1,2025-12-24,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,50.0,Online,UPI,Completed,2025-12-24
O6048,1,2025-08-30,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,0.0,Store,Cash,Completed,2025-08-30
O6049,1,2025-10-04,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,50.0,Online,Cash,Completed,2025-10-04
O6050,1,2025-10-28,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,0.0,Store,UPI,Cancelled,2025-10-28
O6051,1,2025-11-17,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,2,349,0.0,Online,Cash,Completed,2025-11-17
O6052,1,2025-11-26,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,4,1599,0.0,Online,UPI,Completed,2025-11-26
O6053,1,2025-12-29,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,,Store,Card,Cancelled,2025-12-29
O6054,1,2025-11-16,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,1,699,0.0,Online,Cash,Cancelled,2025-11-16
O6055,1,2025-09-01,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,3,2499,,Online,UPI,Cancelled,2025-09-01
O6056,1,2025-09-29,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,3,899,100.0,Store,Cash,Completed,2025-09-29
O6057,1,2025-08-09,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,100.0,Store,UPI,Completed,2025-08-09
O6058,1,2025-10-29,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,3,349,100.0,Online,UPI,Completed,2025-10-29
O6059,1,2025-09-12,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,3,899,,Online,Cash,Cancelled,2025-09-12
O6060,1,2025-09-23,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,,Online,Card,Cancelled,2025-09-23
O6061,1,2025-12-14,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,1,1599,100.0,Store,Cash,Completed,2025-12-14
O6062,1,2025-11-11,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,0.0,Store,Cash,Completed,2025-11-11
O6063,1,2025-10-03,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,1,899,50.0,Store,Card,Cancelled,2025-10-03
O6064,1,2025-10-15,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,50.0,Online,UPI,Cancelled,2025-10-15
O6065,1,2025-08-07,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,2,349,0.0,Online,Cash,Completed,2025-08-07
O6066,1,2025-09-13,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,1,2499,100.0,Online,Card,Completed,2025-09-13
O6067,1,2025-11-21,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,2,899,,Store,Card,Completed,2025-11-21
O6068,1,2025-08-07,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,0.0,Online,UPI,Completed,2025-08-07
O6069,1,2025-10-14,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,2,1599,50.0,Online,Card,Completed,2025-10-14
O6070,1,2025-11-30,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,1,699,0.0,Store,Cash,Completed,2025-11-30
O6071,1,2025-10-13,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,50.0,Store,UPI,Completed,2025-10-13
O6072,1,2025-12-10,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,,Store,Cash,Completed,2025-12-10
O6073,1,2025-09-13,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,3,349,0.0,Store,Cash,Cancelled,2025-09-13
O6074,1,2025-08-05,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,50.0,Online,UPI,Cancelled,2025-08-05
O6075,1,2025-12-25,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,0.0,Online,Cash,Completed,2025-12-25
O6076,1,2025-11-13,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,2,899,0.0,Online,UPI,Cancelled,2025-11-13
O6077,1,2025-12-07,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,3,349,,Store,UPI,Cancelled,2025-12-07
O6078,1,2025-12-05,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,50.0,Store,Cash,Cancelled,2025-12-05
O6079,1,2025-10-09,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,1,699,50.0,Store,Cash,Completed,2025-10-09
O6080,1,2025-09-16,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,1,1599,,Store,Cash,Cancelled,2025-09-16
O6081,1,2025-12-07,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,,Online,UPI,Cancelled,2025-12-07
O6082,1,2025-08-08,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,4,2499,,Store,UPI,Completed,2025-08-08
O6083,1,2025-09-28,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,,Online,UPI,Cancelled,2025-09-28
O6084,1,2025-09-11,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,4,1599,0.0,Store,UPI,Completed,2025-09-11
O6085,1,2026-01-02,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,50.0,Online,Card,Cancelled,2026-01-02
O6086,1,2025-12-15,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,100.0,Online,Cash,Cancelled,2025-12-15
O6087,1,2025-09-08,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,50.0,Store,Card,Completed,2025-09-08
O6088,1,2025-08-17,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,4,1599,,Store,Card,Cancelled,2025-08-17
O6089,1,2025-10-31,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,0.0,Store,Card,Completed,2025-10-31
O6090,1,2025-12-13,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,50.0,Online,Card,Completed,2025-12-13
O6091,1,2025-09-11,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,100.0,Online,Cash,Cancelled,2025-09-11
O6092,1,2025-11-09,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,4,2499,0.0,Store,Card,Cancelled,2025-11-09
O6093,1,2025-11-08,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,100.0,Online,Card,Completed,2025-11-08
O6094,1,2025-08-03,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,0.0,Store,Cash,Cancelled,2025-08-03
O6095,1,2025-11-18,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,3,349,,Online,Cash,Completed,2025-11-18
O6096,1,2025-12-31,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,3,1599,0.0,Store,Cash,Completed,2025-12-31
O6097,1,2025-12-06,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,1,699,100.0,Store,Card,Cancelled,2025-12-06
O6098,1,2025-11-26,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,1,699,100.0,Store,Cash,Completed,2025-11-26
O6099,1,2025-11-15,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,,Online,UPI,Cancelled,2025-11-15
O6100,1,2025-12-10,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,1,1599,100.0,Online,Cash,Completed,2025-12-10
O6101,1,2025-11-24,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,1,1599,0.0,Online,UPI,Completed,2025-11-24
O6102,1,2025-12-10,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,,Store,UPI,Cancelled,2025-12-10
O6103,1,2025-08-20,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,2,1599,50.0,Online,Card,Cancelled,2025-08-20
O6104,1,2026-01-03,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,50.0,Online,Card,Completed,2026-01-03
O6105,1,2025-10-31,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,3,2499,,Online,Cash,Cancelled,2025-10-31
O6106,1,2025-11-21,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,0.0,Store,Cash,Completed,2025-11-21
O6107,1,2025-09-23,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,2,349,0.0,Store,UPI,Completed,2025-09-23
O6108,1,2025-10-23,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,1,2499,50.0,Online,Cash,Cancelled,2025-10-23
O6109,1,2025-12-03,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,2,2499,50.0,Online,Cash,Completed,2025-12-03
O6110,1,2025-11-30,C106,Kavya Nair,F,,kavya.nair@gmail.com,,Kochi,KL,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,3,2499,50.0,Store,Cash,Completed,2025-11-30
O6111,1,2025-08-04,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P004,Bluetooth Headphones,Electronics,Audio,SoundMax,4,2499,50.0,Store,Cash,Cancelled,2025-08-04
O6112,1,2025-08-05,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,100.0,Store,Cash,Completed,2025-08-05
O6113,1,2025-10-05,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,50.0,Store,UPI,Completed,2025-10-05
O6114,1,2025-12-26,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,100.0,Online,UPI,Completed,2025-12-26
O6115,1,2025-09-04,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,2,899,,Store,Cash,Completed,2025-09-04
O6116,1,2025-08-07,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,2,699,50.0,Store,UPI,Completed,2025-08-07
O6117,1,2025-09-19,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,4,899,,Store,Cash,Completed,2025-09-19
O6118,1,2025-09-28,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,0.0,Store,Cash,Completed,2025-09-28
O6119,1,2025-09-29,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,4,699,100.0,Online,Card,Completed,2025-09-29
O6120,1,2025-12-16,C103,Rahul Mehta,M,,rahul.mehta@gmail.com,,Ahmedabad,GJ,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,2,1599,0.0,Online,Cash,Completed,2025-12-16
O6121,1,2025-08-28,C104,Priya Iyer,F,,priya.iyer@gmail.com,,Chennai,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,1,349,100.0,Online,UPI,Completed,2025-08-28
O6122,1,2025-08-19,C102,Neha Kapoor,F,,neha.k@gmail.com,,Delhi,DL,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,1,1599,100.0,Online,Card,Cancelled,2025-08-19
O6123,1,2025-08-10,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P003,Beard Trimmer,Personal Care,Grooming,TrimX,3,1599,50.0,Store,UPI,Completed,2025-08-10
O6124,1,2025-08-25,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P001,Vitamin C Face Serum,Beauty,Skincare,GlowUp,3,899,50.0,Store,Card,Completed,2025-08-25
O6125,1,2025-12-28,C101,Aarohi Sharma,F,,aarohi.sharma@gmail.com,,Mumbai,MH,India,P002,Matte Lipstick,Beauty,Makeup,GlamHer,3,699,,Online,Cash,Completed,2025-12-28
O6126,1,2025-09-28,C105,Suresh Kumar,M,,suresh.k@gmail.com,,Coimbatore,TN,India,P005,Baby Lotion,Baby Care,Skincare,BabySoft,2,349,,Online,Cash,Completed,2025-09-28
